col0,col1,col2,col3,col4,col5,col6,col7
1990 Estonian Badminton Championships,1991 Estonian Badminton Championships,badminton,1990 Estonian Badminton Championships – Men's doubles,WikiProject Badminton/tournament focus list,1990-01-01,Estonian Badminton Championships,Tartu
1986 Estonian Badminton Championships,1987 Estonian Badminton Championships,badminton,1986 Estonian Badminton Championships – Men's doubles,WikiProject Badminton/tournament focus list,1986-01-01,Estonian Badminton Championships,Tartu
1988 Estonian Badminton Championships,1989 Estonian Badminton Championships,badminton,1988 Estonian Badminton Championships – Men's doubles,WikiProject Badminton/tournament focus list,1988-01-01,Estonian Badminton Championships,Tartu
1984 Estonian Badminton Championships,1985 Estonian Badminton Championships,badminton,1984 Estonian Badminton Championships – Men's doubles,WikiProject Badminton/tournament focus list,1984-01-01,Estonian Badminton Championships,Tallinn
1982 Estonian Badminton Championships,1983 Estonian Badminton Championships,badminton,1982 Estonian Badminton Championships – Men's doubles,WikiProject Badminton/tournament focus list,1982-01-01,Estonian Badminton Championships,Tallinn
1979 Estonian Badminton Championships,1980 Estonian Badminton Championships,badminton,1979 Estonian Badminton Championships – Men's doubles,WikiProject Badminton/tournament focus list,1979-01-01,Estonian Badminton Championships,Tallinn
1978 Estonian Badminton Championships,1979 Estonian Badminton Championships,badminton,1978 Estonian Badminton Championships – Men's doubles,WikiProject Badminton/tournament focus list,1978-01-01,Estonian Badminton Championships,Tallinn
1977 Estonian Badminton Championships,1978 Estonian Badminton Championships,badminton,1977 Estonian Badminton Championships – Men's doubles,WikiProject Badminton/tournament focus list,1977-01-01,Estonian Badminton Championships,Tallinn
1973 Estonian Badminton Championships,1974 Estonian Badminton Championships,badminton,1973 Estonian Badminton Championships – Men's doubles,WikiProject Badminton/tournament focus list,1973-01-01,Estonian Badminton Championships,Tallinn
1971 Estonian Badminton Championships,1972 Estonian Badminton Championships,badminton,1971 Estonian Badminton Championships – Men's doubles,WikiProject Badminton/tournament focus list,1971-01-01,Estonian Badminton Championships,Tallinn
1970 Estonian Badminton Championships,1971 Estonian Badminton Championships,badminton,1970 Estonian Badminton Championships – Men's doubles,WikiProject Badminton/tournament focus list,1970-01-01,Estonian Badminton Championships,Tallinn
1966 Estonian Badminton Championships,1967 Estonian Badminton Championships,badminton,1966 Estonian Badminton Championships – Men's doubles,WikiProject Badminton/tournament focus list,1966-01-01,Estonian Badminton Championships,Tallinn
1965 Estonian Badminton Championships,1966 Estonian Badminton Championships,badminton,1965 Estonian Badminton Championships – Men's doubles,WikiProject Badminton/tournament focus list,1965-01-01,Estonian Badminton Championships,Tallinn
