col0,col1,col2,col3,col4,col5,col6
Croagunk,poison-type Pokémon,70,Pokémon universe,list of Pokémon introduced in Generation IV,23,blue
Bellsprout,poison-type Pokémon,70,Pokémon universe,evolutionary line of Bellsprout,4,green
Vileplume,poison-type Pokémon,120,Pokémon universe,list of Pokémon introduced in Generation I,186,red
Tentacruel,poison-type Pokémon,160,Pokémon universe,list of Pokémon introduced in Generation I,55,blue
Roselia,poison-type Pokémon,30,Pokémon universe,list of Pokémon introduced in Generation III,2,green
Venusaur,poison-type Pokémon,200,Pokémon universe,list of Pokémon introduced in Generation I,100,green
Nidoqueen,poison-type Pokémon,130,Pokémon universe,list of Pokémon introduced in Generation I,60,blue
Nidorina,poison-type Pokémon,80,Pokémon universe,list of Pokémon introduced in Generation I,20,blue
Kakuna,poison-type Pokémon,60,Pokémon universe,list of Pokémon in Pokémon Gold and Silver,10,yellow
Foongus,grass-type Pokémon,20,Pokémon universe,list of Pokémon introduced in Generation V,1,white
Bellsprout,grass-type Pokémon,70,Pokémon universe,evolutionary line of Bellsprout,4,green
Vileplume,grass-type Pokémon,120,Pokémon universe,list of Pokémon introduced in Generation I,186,red
Roselia,grass-type Pokémon,30,Pokémon universe,list of Pokémon introduced in Generation III,2,green
Venusaur,grass-type Pokémon,200,Pokémon universe,list of Pokémon introduced in Generation I,100,green
Croagunk,fighting-type Pokémon,70,Pokémon universe,list of Pokémon introduced in Generation IV,23,blue
