col0,col1,col2,col3
The Unknown Soldier,SF Studios,Tuntematon sotilas,Continuation War
Joker,Warner Bros.,Joker: Original Motion Picture Soundtrack,1980s
Straight Outta Compton,Universal Studios,Straight Outta Compton ,1980s
Dirty Dancing,Vestron Pictures,Hungry Eyes / Where Are You Tonight,1963
Blade Runner 2049,Warner Bros.,Blade Runner 2049,2049
Star Trek Beyond,Paramount Pictures,Star Trek Beyond,23rd century
Star Trek,Paramount Pictures,Star Trek: Music from the Motion Picture,23rd century
"Lula, Son of Brazil",Downtown Filmes,"Lula, o filho do Brasil",1945
Titanic,InterCom,Back to Titanic,1990s
8 Mile,Universal Studios,8 Mile – Music from and Inspired by the Motion Picture,1990s
Dirty Dancing,Vestron Pictures,Original Soundtrack from the Vestron Motion Picture – Dirty Dancing,1963
