col0,col1,col2,col3
Freya,supporting character,fictional character,witch in fantasy fiction and games
Mímir,sidekick,fictional character,sage
Atreus,deuteragonist,deity in fictional work,archer
Atropos,supporting character,deity in fictional work,fortune teller
Clotho,supporting character,deity in fictional work,spinner
Hermes,minor character,deity in fictional work,courier
Hercules,protagonist,deity in fictional work,pupil
Atropos,supporting character,animated character,fortune teller
Clotho,supporting character,animated character,spinner
Hermes,minor character,animated character,courier
Hercules,protagonist,animated character,pupil
