col0,col1,col2,col3,col4,col5,col6
Arceus,320,steel-type Pokémon,gray,320,list of Pokémon introduced in Generation IV,Pokémon universe
Houndoom,35,dark-type Pokémon,black,140,list of Pokémon introduced in Generation II,Pokémon universe
Weavile,34,dark-type Pokémon,black,107,list of Pokémon introduced in Generation IV,Pokémon universe
Sneasel,28,dark-type Pokémon,black,90,list of Pokémon introduced in Generation II,Pokémon universe
Absol,47,dark-type Pokémon,white,120,list of Pokémon introduced in Generation III,Pokémon universe
Arceus,320,dark-type Pokémon,gray,320,list of Pokémon introduced in Generation IV,Pokémon universe
Darkrai,505,dark-type Pokémon,black,150,list of Pokémon introduced in Generation IV,Pokémon universe
Umbreon,27,dark-type Pokémon,black,100,Espeon and Umbreon,Pokémon universe
Arceus,320,bug-type Pokémon,gray,320,list of Pokémon introduced in Generation IV,Pokémon universe
Weavile,34,ice-type Pokémon,black,107,list of Pokémon introduced in Generation IV,Pokémon universe
