col0,col1,col2,col3,col4,col5,col6
Effect of screening sigmoidoscopy and screening colonoscopy on colorectal cancer incidence and mortality: systematic review and meta-analysis of randomised controlled trials and observational studies,2014-04-09,ScienceSource,The BMJ,review article,Hermann Brenner,Creative Commons Attribution-NonCommercial 3.0 Unported
Robotic versus Laparoscopic Approach in Colonic Resections for Cancer and Benign Diseases: Systematic Review and Meta-Analysis,2015-07-27,ScienceSource,PLOS ONE,review article,Roberto Cirocchi,Creative Commons Attribution 4.0 International
A systematic review of the safety and efficacy of artemether-lumefantrine against uncomplicated Plasmodium falciparum malaria during pregnancy,2012-05-01,ScienceSource,Malaria Journal,review article,Kamal Hamed,Creative Commons Attribution 2.0 Generic
Effect of screening sigmoidoscopy and screening colonoscopy on colorectal cancer incidence and mortality: systematic review and meta-analysis of randomised controlled trials and observational studies,2014-04-09,ScienceSource,The BMJ,systematic review,Hermann Brenner,Creative Commons Attribution-NonCommercial 3.0 Unported
Robotic versus Laparoscopic Approach in Colonic Resections for Cancer and Benign Diseases: Systematic Review and Meta-Analysis,2015-07-27,ScienceSource,PLOS ONE,systematic review,Roberto Cirocchi,Creative Commons Attribution 4.0 International
A systematic review of the safety and efficacy of artemether-lumefantrine against uncomplicated Plasmodium falciparum malaria during pregnancy,2012-05-01,ScienceSource,Malaria Journal,systematic review,Kamal Hamed,Creative Commons Attribution 2.0 Generic
Robotic versus Laparoscopic Approach in Colonic Resections for Cancer and Benign Diseases: Systematic Review and Meta-Analysis,2015-07-27,ScienceSource,PLOS ONE,meta-analysis,Roberto Cirocchi,Creative Commons Attribution 4.0 International
The differential role of androgens in early human sex development.,2013-06-24,ScienceSource,BMC Medicine,comparative study,Olaf Hiort,Creative Commons Attribution 2.0 Generic
Evaluation of circulating cathodic antigen,2012-01-01,ScienceSource,PLOS Neglected Tropical Diseases,comparative study,Louis-Albert Tchuem Tchuenté,Creative Commons Attribution 2.5 Unported
Shotgun sequencing analysis of Trypanosoma cruzi I Sylvio X10/1 and comparison with T. cruzi VI CL Brener,2011-03-08,ScienceSource,PLOS Neglected Tropical Diseases,comparative study,Michael Lewis,Creative Commons Attribution 2.5 Unported
"Geographical variation in the response of visceral leishmaniasis to paromomycin in East Africa: a multicentre, open-label, randomized trial",2010-10-26,ScienceSource,PLOS Neglected Tropical Diseases,comparative study,Eyasu Makonnen,Creative Commons Attribution 2.5 Unported
Massively parallel sequencing and analysis of the Necator americanus transcriptome,2010-05-11,ScienceSource,PLOS Neglected Tropical Diseases,comparative study,Cinzia Cantacessi,Creative Commons Attribution 2.5 Unported
