col0,col1,col2,col3,col4,col5,col6
Arbëresh,Italy,Latin script,6b Threatened,100000,Molise,modern language
Walser German,Italy,Latin script,6b Threatened,22780,canton of Valais,modern language
Romagnol,Italy,Latin alphabet,6b Threatened,1100000,Emilia-Romagna,language
Hill Mari language,Russia,Cyrillic script,6b Threatened,23062,Yurinsky District,dialect
Romagnol,Italy,Latin alphabet,6b Threatened,1100000,Emilia-Romagna,dialect
Arbëresh,Italy,Latin script,6b Threatened,100000,Molise,dialect
Walser German,Liechtenstein,Latin script,6b Threatened,22780,Province of Novara,dialect
Alemannic German,Venezuela,Latin script,5 Developing,10000000,Liechtenstein,supradialect
Swabian German,Germany,Latin script,5 Developing,800000,Bavaria,modern language
Tosk Albanian,Greece,Latin script,1 National,3000000,Epirus Region,modern language
Alemannic German,Venezuela,Latin script,5 Developing,10000000,Liechtenstein,dialect group
Swabian German,Germany,Latin script,5 Developing,800000,Bavaria,language
