col0,col1,col2,col3,col4
Kaufhaus Friedrichstraße 65,Felix Henry,2000-01-01,Mitte,1896-01-01
Otavallanhovi,Bertel Strömmer,2018-01-01,Kyttälä,1925-01-01
Palais Staudt,Otto Rieth,2000-01-01,Tiergarten,1899-01-01
Opernhaus auf der Cortina,Lodovico Burnacini,1683-01-01,Hofburg Palace,1666-01-01
Union Hall,Louis Laybourne Smith,2010-11-01,North Terrace campus,1958-01-01
Architects' Building,Ross and Macdonald,1968-01-01,Downtown Montreal,1930-01-01
Aston Hippodrome,James and Lister Lea,1980-01-01,Aston,1908-01-01
Astor Theatre,George Keister,1982-01-01,Midtown Manhattan,1906-01-01
Lighthouse of Alexandria,Sostratus of Cnidus,1480-01-01,Pharos,-0278-01-01T00:00:00Z
Palace of the Republic,Heinz Graffunder,2008-01-01,Mitte,1976-01-01
Bauakademie,Karl Friedrich Schinkel,1879-04-01,Mitte,1799-01-01
