col0,col1,col2,col3,col4
1998 San Marino Grand Prix,auto racing,David Coulthard,62,Autodromo Enzo e Dino Ferrari
2001 San Marino Grand Prix,auto racing,David Coulthard,62,Autodromo Enzo e Dino Ferrari
1984 San Marino Grand Prix,auto racing,Nelson Piquet,60,Autodromo Enzo e Dino Ferrari
2005 San Marino Grand Prix,auto racing,Kimi Räikkönen,62,Autodromo Enzo e Dino Ferrari
2004 San Marino Grand Prix,auto racing,Jenson Button,62,Autodromo Enzo e Dino Ferrari
1992 San Marino Grand Prix,auto racing,Nigel Mansell,60,Autodromo Enzo e Dino Ferrari
1993 San Marino Grand Prix,auto racing,Alain Prost,61,Autodromo Enzo e Dino Ferrari
1991 San Marino Grand Prix,auto racing,Ayrton Senna,61,Autodromo Enzo e Dino Ferrari
1990 San Marino Grand Prix,auto racing,Ayrton Senna,61,Autodromo Enzo e Dino Ferrari
1989 San Marino Grand Prix,auto racing,Ayrton Senna,58,Autodromo Enzo e Dino Ferrari
1988 San Marino Grand Prix,auto racing,Ayrton Senna,60,Autodromo Enzo e Dino Ferrari
1987 San Marino Grand Prix,auto racing,Ayrton Senna,59,Autodromo Enzo e Dino Ferrari
1986 San Marino Grand Prix,auto racing,Ayrton Senna,60,Autodromo Enzo e Dino Ferrari
1985 San Marino Grand Prix,auto racing,Ayrton Senna,60,Autodromo Enzo e Dino Ferrari
