col0,col1,col2,col3,col4
Wife's portrait,Józef Mehoffer,painting,oil paint,Katowice
Portrait of a lady in a white hat,Olga Boznańska,painting,oil paint,Katowice
Portrait of two girls,Olga Boznańska,painting,oil paint,Katowice
Portrait of the sculptor Jan Szczepkowski,Olga Boznańska,painting,oil paint,Katowice
Portrait of Helena Chmielarczykowa,Olga Boznańska,painting,oil paint,Katowice
Portrait of Józef Piłsudski,Konrad Krzyżanowski,painting,oil paint,Katowice
"Portrait of the artist's sister, Wanda Müller-Wandau",Henryk Rodakowski,painting,oil paint,Katowice
Portrait of Tekla Bierkowska,Wojciech Stattler,painting,oil paint,Katowice
Self-portrait,Władysław Podkowiński,self-portrait,oil paint,Katowice
Wife's portrait,Józef Mehoffer,portrait,oil paint,Katowice
Portrait of a lady in a white hat,Olga Boznańska,portrait,oil paint,Katowice
Portrait of two girls,Olga Boznańska,portrait,oil paint,Katowice
