col0,col1,col2,col3,col4
"Blätter für Architektur und Kunsthandwerk, 1914, Tafel 66",Erfurt,Blätter für Architektur und Kunsthandwerk,Haus Zum Breiten Herd (Erfurt),Erfurt monuments
"Blätter für Architektur und Kunsthandwerk, 1914, Tafel 90",Tyrol,Blätter für Architektur und Kunsthandwerk,Hasegg Castle,From Hall in Tyrol
"Blätter für Architektur und Kunsthandwerk, 1914, Tafel 65",Tyrol,Blätter für Architektur und Kunsthandwerk,city hall,From Hall in Tyrol
"Blätter für Architektur und Kunsthandwerk, 1895, Tafel 111",Reichstag building,Blätter für Architektur und Kunsthandwerk,interior design,Vom Bau des Deutschen Reichstagshauses
"Blätter für Architektur und Kunsthandwerk, 1914, Tafel 90",Hasegg Castle,Blätter für Architektur und Kunsthandwerk,Hasegg Castle,From Hall in Tyrol
"Blätter für Architektur und Kunsthandwerk, 1895, Tafel 111",Reichstag building,Blätter für Architektur und Kunsthandwerk,Reichstag building,Vom Bau des Deutschen Reichstagshauses
"Blätter für Architektur und Kunsthandwerk, 1912, Tafel 88",Mauerstraße,Blätter für Architektur und Kunsthandwerk,residential building,Altes aus Berlin
"Blätter für Architektur und Kunsthandwerk, 1912, Tafel 87",Mauerstraße,Blätter für Architektur und Kunsthandwerk,residential building,Altes aus Berlin
"Blätter für Architektur und Kunsthandwerk, 1913, Tafel 113",Magnus-Haus,Blätter für Architektur und Kunsthandwerk,residential building,Altes aus Berlin
"Blätter für Architektur und Kunsthandwerk, 1913, Tafel 112",Magnus-Haus,Blätter für Architektur und Kunsthandwerk,residential building,Altes aus Berlin
"Blätter für Architektur und Kunsthandwerk, 1913, Tafel 111",Brüderstraße,Blätter für Architektur und Kunsthandwerk,residential building,Altes aus Berlin
"Blätter für Architektur und Kunsthandwerk, 1913, Tafel 110",Brüderstraße,Blätter für Architektur und Kunsthandwerk,residential building,Altes aus Berlin
"Blätter für Architektur und Kunsthandwerk, 1913, Tafel 109",Brüderstraße,Blätter für Architektur und Kunsthandwerk,residential building,Altes aus Berlin
"Blätter für Architektur und Kunsthandwerk, 1912, Tafel 88",Mitte,Blätter für Architektur und Kunsthandwerk,residential building,Altes aus Berlin
"Blätter für Architektur und Kunsthandwerk, 1912, Tafel 87",Mitte,Blätter für Architektur und Kunsthandwerk,residential building,Altes aus Berlin
