col0,col1,col2,col3,col4
DAV hut ID,Wikidata property related to tourism,German Alpine Club,single value constraint,Germany
SAC ID,Wikidata property to identify architectural structures,Swiss Alpine Club,single value constraint,Switzerland
ÖAV hut ID,Wikidata property to identify architectural structures,Austrian Alpine Club,single value constraint,Austria
PZS hut ID,Wikidata property to identify architectural structures,Alpine Association of Slovenia,single value constraint,Slovenia
DAV hut ID,Wikidata property to identify architectural structures,German Alpine Club,single value constraint,Germany
Protected Buildings Register in Finland Building ID,Wikidata property to identify architectural structures,Rakennusperintörekisteri,single value constraint,Finland
BAG building ID,Wikidata property to identify architectural structures,basic register addresses and buildings,single value constraint,Netherlands
Prazdne Domy building ID,Wikidata property to identify architectural structures,Prázdné Domy,single value constraint,Czech Republic
SAC ID,Wikidata property related to sport facilities,Swiss Alpine Club,single value constraint,Switzerland
ÖAV hut ID,Wikidata property related to sport facilities,Austrian Alpine Club,single value constraint,Austria
PZS hut ID,Wikidata property related to sport facilities,Alpine Association of Slovenia,single value constraint,Slovenia
DAV hut ID,Wikidata property related to sport facilities,German Alpine Club,single value constraint,Germany
SAC ID,Wikidata property related to geology,Swiss Alpine Club,single value constraint,Switzerland
