col0,col1,col2,col3
USCGC Eagle,5,training ship,training ship
BAP Abtao,4.3,museum ship,ship
SV Tenacious,4.26,training ship,ship
Polly Woodside,4.3,museum ship,ship
German minelaying cruiser Brummer,4.27,training ship,ship
French frigate Hermione,5.78,museum ship,ship
SMS Niobe,5.39,training ship,ship
SS Sołdek,5.4,museum ship,ship
STS Lord Nelson,4,training ship,ship
Royal Helena,3.93,training ship,ship
Kaliakra,4,training ship,ship
KRI Dewaruci,4.05,training ship,ship
Greif,3.6,training ship,brigantine
