col0,col1,col2,col3
Lyra Bleistift-Fabrik GmbH & Co. KG,Nuremberg,pencil,pencil factory
ATI Systems,Boston,civil defense siren,manufacturing company
Bumb & Koenig GmbH,Berlin,phonograph,manufacturing company
Tedeschi & Raffael,Milan,musical instrument,manufacturing company
Hanont,Brussels,musical instrument,manufacturing company
Maybach Motorenbau,Friedrichshafen,car,manufacturing company
W.S. Darley & Co.,Itasca,civil defense siren,manufacturing company
Pirma,San Francisco del Rincón,sports equipment,manufacturing company
Nippon Chemi-Con,Japan,aluminum electrolytic capacitor,manufacturing company
Metamec,Dereham,clock,manufacturing company
Delta Electronics,Taipei,power supply unit,manufacturing company
Amphion Loudspeakers,Hiltulanlahti,loudspeaker,manufacturing company
