col0,col1,col2,col3,col4
Widdersdorf,5.59,city part of Cologne,Germany,Lindenthal
Westhoven,4.22,city part of Cologne,Germany,Porz
Weiden,3.65,city part of Cologne,Germany,Lindenthal
Wahnheide,2.88,city part of Cologne,Germany,Porz
Vogelsang,3.66,city part of Cologne,Germany,Ehrenfeld
Urbach,2.29,city part of Cologne,Germany,Porz
Roggendorf/Thenhoven,13.77,city part of Cologne,Germany,Chorweiler
Müngersdorf,5.1,city part of Cologne,Germany,Lindenthal
Meschenich,4.72,city part of Cologne,Germany,Rodenkirchen
Mauenheim,0.49,city part of Cologne,Germany,Nippes
Libur,6.38,city part of Cologne,Germany,Porz
Klettenberg,1.8,city part of Cologne,Germany,Lindenthal
Hahnwald,2.99,city part of Cologne,Germany,Rodenkirchen
Flittard,7.74,city part of Cologne,Germany,Mülheim
Ensen,1.62,city part of Cologne,Germany,Porz
