col0,col1,col2,col3
Hurricane Matthew,Category 5 hurricane,2016 Atlantic hurricane season,2016-09-28
Hurricane Patricia,Category 5 hurricane,list of retired Pacific hurricane names,2015-10-20
Hurricane Marie,Category 5 hurricane,2014 Pacific hurricane season,2014-08-22
Hurricane Genevieve,Category 5 hurricane,2014 Pacific typhoon season,2014-07-22
Hurricane Gilma,Category 5 hurricane,1994 Pacific hurricane season,1994-07-21
Hurricane Emilia,Category 5 hurricane,1994 Pacific hurricane season,1994-07-16
Hurricane Ava,Category 5 hurricane,1973 Pacific hurricane season,1973-06-02
Hurricane Anita,Category 5 hurricane,1977 Atlantic hurricane season,1977-08-29
Hurricane Rick,Category 5 hurricane,2009 Pacific hurricane season,2009-10-14
Hurricane David,Category 5 hurricane,1979 Atlantic hurricane season,1979-08-25
Hurricane Edith,Category 5 hurricane,1971 Atlantic hurricane season,1971-09-05
Typhoon Paka,Category 5 hurricane,1997 Pacific hurricane season,1997-11-28
Hurricane Kenna,Category 5 hurricane,2002 Pacific hurricane season,2002-10-22
