col0,col1,col2,col3,col4
"Tour de Luxembourg, prologue",Adrien Petit,2018 Tour de Luxembourg,Luxembourg,individual time trial
"Eneco Tour 2011, Prologue",Philippe Gilbert,2011 Eneco Tour,Netherlands,individual time trial
"Tour de Luxembourg, prologue",Adrien Petit,2018 Tour de Luxembourg,Luxembourg,prologue
"2018 Istrian Spring Trophy, Prologue",Filippo Fortin,2018 Istrian Spring Trophy,Croatia,prologue
"2018 Tour La Provence, Prologue",Rudy Molard,2018 Tour La Provence,France,prologue
"2018 Herald Sun Tour, Prologue",Anthony Giacoppo,2018 Herald Sun Tour,Australia,prologue
"Eneco Tour 2011, Prologue",Philippe Gilbert,2011 Eneco Tour,Netherlands,prologue
"2017 Tour de Suisse, Prologue",Martin Elmiger,2017 Tour de Suisse,Switzerland,prologue
"2017 Ladies Tour of Norway, Prologue",Marianne Vos,2017 Ladies Tour of Norway,Norway,prologue
"2017 Grand Prix Elsy Jacobs, Prologue",Christine Majerus,2017 Grand Prix Elsy Jacobs,Luxembourg,prologue
2017 Joe Martin Stage Race,Ingrid Drexel,2017 Joe Martin Stage Race Women,United States of America,prologue
