col0,col1,col2,col3,col4
Fujifilm X-A2,Fujifilm X series,2015-01-01,Fujifilm X-A3,digital camera model
Nikon D750,Nikon D series,2014-01-01,Nikon D780,digital camera model
Nikon D810,Nikon D series,2014-01-01,Nikon D850,digital camera model
Nikon D3300,Nikon D series,2014-01-01,Nikon D3400,digital camera model
Nikon D5300,Nikon D series,2013-10-17,Nikon D5500,digital camera model
Canon EOS 70D,Canon EOS,2013-01-01,Canon EOS 80D,digital camera model
Nikon D70s,Nikon D series,2005-01-01,Nikon D80,digital camera model
Nikon D2Xs,Nikon D series,2006-06-01,Nikon D3X,digital camera model
Nikon D5200,Nikon D series,2012-01-01,Nikon D5300,digital camera model
Nikon D1H,Nikon D series,2001-01-01,Nikon D2H,digital camera model
Nikon D300S,Nikon D series,2009-01-01,Nikon D500,digital camera model
Nikon D1X,Nikon D series,2001-06-01,Nikon D2X,digital camera model
Nikon 1 V2,Nikon 1 series,2012-10-24,Nikon 1 V3,digital camera model
