col0,col1,col2,col3,col4
N-V,52,Castile-La Mancha,national road in Spain,Red de Carreteras del Estado
Carretera Nacional N-VI,606,Galicia,national road in Spain,Red de Carreteras del Estado
Carretera Nacional N-I,96,Castile and León,national road in Spain,Red de Carreteras del Estado
N-III,129,Valencian Community,national road in Spain,Red de Carreteras del Estado
N-120 road,662,Castile and León,road,Red de Carreteras del Estado
N-401 road,120,Castile-La Mancha,road,Red de Carreteras del Estado
N-623 road,153,Castile and León,road,Red de Carreteras del Estado
N-232 road,561.5,Navarre,road,Red de Carreteras del Estado
N-124 road,18,Basque Country,road,Red de Carreteras del Estado
N-320 road,230,Community of Madrid,road,Red de Carreteras del Estado
N-400 road,180,Castile-La Mancha,road,Red de Carreteras del Estado
N-330 road,733,Cuenca Province,road,Red de Carreteras del Estado
Carretera Nacional N-IV,80,Castile-La Mancha,road,Red de Carreteras del Estado
N-322 road,321,Albacete Province,road,Red de Carreteras del Estado
Carretera Nacional N-II,266,Community of Madrid,road,Red de Carreteras del Estado
