col0,col1,col2,col3
calligraphy,writing system,calligrapher,art genre
Yōga,Japanese painting,Yōga painter,art movement
conceptual art,art,conceptual artist,art movement
ukiyo-e,Japanese art,ukiyo-e artist,art movement
satire,humor,satirist,literary genre
ballet,concert dance,ballet dancer,type of sport
visual arts,art,visual artist,academic major
new media art,visual arts,new media artist,art form
calligraphy,visual arts,calligrapher,creative work
new media art,visual arts,new media artist,art genre
land art,visual arts,land artist,art genre
calligraphy,visual arts,calligrapher,art genre
new media art,visual arts,new media artist,art movement
land art,visual arts,land artist,art movement
