col0,col1,col2,col3,col4,col5,col6,col7
Chumbivilcas Province,Condesuyos Province,66410,Cusco,Peru,Quiñota District,Santo Tomás,province of Peru
San Marcos Province,Cajabamba Province,48103,Cajamarca,Peru,Eduardo Villanueva District,San Marcos,province of Peru
Aija Province,Huaraz Province,6316,Áncash,Peru,Huacllan District,Aija,province of Peru
Castilla Province,Camaná Province,33629,Arequipa,Peru,Tipán District,Aplao,province of Peru
Sullana Province,Contralmirante Villar Province,311454,Piura,Peru,Miguel Checa District,Sullana,province of Peru
Piura Province,Morropón Province,799321,Piura,Peru,Tambo Grande District,Piura,province of Peru
Junín Province,Chanchamayo Province,23133,Junín,Peru,Ondores District,Junín,province of Peru
Chincheros Province,La Mar Province,45247,Apurímac,Peru,Ranracancha District,Chincheros,province of Peru
Parinacochas Province,Andahuaylas Province,27659,Ayacucho,Peru,Pullo District,Coracora,province of Peru
Recuay Province,Aija Province,17185,Áncash,Peru,Tapacocha District,Recuay,province of Peru
