col0,col1,col2,col3
Michigan Senate,38,senate,member of the State Senate of Michigan
Connecticut Senate,36,senate,member of the State Senate of Connecticut
New Jersey Senate,40,senate,member of the State Senate of New Jersey
Indiana Senate,50,senate,member of the State Senate of Indiana
Hawaii Senate,25,senate,member of the State Senate of Hawaii
Minnesota Senate,67,senate,member of the State Senate of Minnesota
Oklahoma Senate,48,senate,member of the State Senate of Oklahoma
Wyoming Senate,30,senate,member of the State Senate of Wyoming
Maine Senate,35,senate,member of the State Senate of Maine
Delaware Senate,21,senate,member of the State Senate of Delaware
Utah State Senate,29,senate,member of the State Senate of Utah
