col0,col1,col2,col3,col4,col5,col6,col7
Berlin-Stresow railway station,1846-01-01,DB Netz,S-Bahn station,Spandau,category 5 railway station,Stresow,DB Station&Service
Berlin-Gesundbrunnen station,1872-01-01,Deutsche Bahn,S-Bahn station,Mitte,category 1 railway station,Gesundbrunnen,DB Station&Service
Hamburg Dammtor station,1866-01-01,Deutsche Bahn,S-Bahn station,Eimsbüttel,category 2 railway station,Dammtor,DB Station&Service
Berlin Südkreuz station,1896-01-01,Deutsche Bahn,S-Bahn station,Tempelhof-Schöneberg,category 1 railway station,Berlin,DB Station&Service
München Ost station,1871-03-15,Deutsche Bahn,Fernbahnhof,Au-Haidhausen,category 1 railway station,east,DB Netz
Berlin-Stresow railway station,1846-01-01,DB Netz,Fernbahnhof,Spandau,category 5 railway station,Stresow,DB Station&Service
Berlin-Gesundbrunnen station,1872-01-01,Deutsche Bahn,Fernbahnhof,Mitte,category 1 railway station,Gesundbrunnen,DB Station&Service
Hamburg Dammtor station,1866-01-01,Deutsche Bahn,Fernbahnhof,Eimsbüttel,category 2 railway station,Dammtor,DB Station&Service
Kassel-Wilhelmshöhe station,1991-05-29,Deutsche Bahn,Fernbahnhof,Kassel,category 2 railway station,Bad Wilhelmshöhe,DB Station&Service
Berlin Südkreuz station,1896-01-01,Deutsche Bahn,Fernbahnhof,Tempelhof-Schöneberg,category 1 railway station,Berlin,DB Station&Service
