col0,col1,col2,col3,col4,col5,col6
2019 Australian Grand Prix,Melbourne Grand Prix Circuit,Valtteri Bottas,Valtteri Bottas,2019-03-17,Formula 1 Rolex Australian Grand Prix 2019,2019 FIA Formula One World Championship
2017 Australian Grand Prix,Melbourne Grand Prix Circuit,Sebastian Vettel,Kimi Räikkönen,2017-03-26,2017 Formula 1 Rolex Australian Grand Prix,2017 Formula One season
2015 Australian Grand Prix,Melbourne Grand Prix Circuit,Lewis Hamilton,Lewis Hamilton,2015-03-15,2015 Formula 1 Rolex Australian Grand Prix,2015 Formula One season
2014 Australian Grand Prix,Melbourne Grand Prix Circuit,Nico Rosberg,Nico Rosberg,2014-03-16,2014 Formula 1 Rolex Australian Grand Prix,2014 Formula One season
2012 Australian Grand Prix,Melbourne Grand Prix Circuit,Jenson Button,Jenson Button,2012-03-18,2012 Formula 1 Qantas Australian Grand Prix,2012 Formula One season
2007 Australian Grand Prix,Melbourne Grand Prix Circuit,Kimi Räikkönen,Kimi Räikkönen,2007-03-18,LXXII ING Australian Grand Prix,2007 Formula One season
2004 Australian Grand Prix,Melbourne Grand Prix Circuit,Michael Schumacher,Michael Schumacher,2004-03-07,LXIX Foster's Australian Grand Prix,2004 Formula One season
2003 Australian Grand Prix,Melbourne Grand Prix Circuit,David Coulthard,Kimi Räikkönen,2003-03-09,LXVIII Foster's Australian Grand Prix,2003 Formula One season
2001 Australian Grand Prix,Melbourne Grand Prix Circuit,Michael Schumacher,Michael Schumacher,2001-03-04,LXVI Qantas Australian Grand Prix,2001 Formula One season
1999 Australian Grand Prix,Melbourne Grand Prix Circuit,Eddie Irvine,Michael Schumacher,1999-03-07,LXIV Qantas Australian Grand Prix,1999 Formula One season
1998 Australian Grand Prix,Melbourne Grand Prix Circuit,Mika Häkkinen,Mika Häkkinen,1998-03-08,LXIII Qantas Australian Grand Prix,1998 Formula One World Championship
1995 Australian Grand Prix,Adelaide Street Circuit,Damon Hill,Damon Hill,1995-11-12,LX EDS Australian Grand Prix,1995 Formula One season
1994 Australian Grand Prix,Adelaide Street Circuit,Nigel Mansell,Michael Schumacher,1994-11-13,LIX Australian Grand Prix,1994 Formula One season
1992 Australian Grand Prix,Adelaide Street Circuit,Gerhard Berger,Michael Schumacher,1992-11-08,LVII Australian Grand Prix,1992 Formula One season
