col0,col1,col2,col3,col4,col5,col6
V* BK Cen,0.3351,2984.1838,69,-8.429,0.13,5816
V* RT Mus,0.6807,1469.076,250,-6.752,0.02,6224
V* UZ Cen,0.6214,1609.2694,72,-6.65,0.01,5845
V* UU Mus,0.2642,3785.0114,63,-5.913,0.05,6151
V* EU Tau,0.8052,1241.9275,160,-2.513,-0.06,6014
V* V335 Aur,0.2324,4.247,160,-1.138,-0.27,5750
V* AO Aur,0.1268,3.918,50,-0.136,-0.14,5459
KIC 11080481,1.809,552.7916,7600,-2.448,0.06,5239
KIC 8481420,5.6159,178.0658,8700,-4.502,0.01,4949
V* GH Cyg,0.4003,2498.1264,85,-4.914,7.71,5633
ROTSE1 J181039.25+334146.0,2.9357,340.6343,4700,-39.515,-0.02,5070
ROTSE1 J175522.60+323309.7,0.7093,1409.84,4900,-2.118,-0.07,4940
V* VY Sgr,0.3895,2.369,23,-1.351,0.33,5419
V* V1263 Tau,1.7724,564.2067,178,-27.215,-0.45,4552
TYC 57-585-1,0.6935,1441.9611,420,0.867,-0.37,4346
