col0,col1,col2,col3
Istituto Statale Italiano Leonardo Da Vinci,Leonardo da Vinci,Paris,France
Carnot Lyceum of Tunis,Marie François Sadi Carnot,Tunis,Tunisia
Collège-lycée Jacques-Decour,Jacques Decour,9th arrondissement of Paris,France
Lycée Jules-Ferry,Jules Ferry,9th arrondissement of Paris,France
Lycée Saint-Louis,Louis IX of France,6th arrondissement of Paris,France
Lycée Louis-le-Grand,Louis XIV of France,5th arrondissement of Paris,France
Lycée Charlemagne,Charlemagne,4th arrondissement of Paris,France
Lycée Carnot,Marie François Sadi Carnot,17th arrondissement of Paris,France
Lycée Camille-Sée,Camille Sée,15th arrondissement of Paris,France
École Du Breuil,Alphonse Du Breuil,12th arrondissement of Paris,France
