col0,col1,col2,col3,col4,col5,col6
cadmium-132,97,cadmium,-50263,indium-131,131.94604,0
cadmium-131,68,cadmium,-55218.965,indium-130,130.94072,3.5
cadmium-130,162,cadmium,-61117.589,indium-129,129.934387566,0
cadmium-129,0.27,cadmium,-63058.046,indium-129,128.932304399,1.5
cadmium-128,0.28,cadmium,-67241.89,indium-128,127.927812857,0
cadmium-127,0.37,cadmium,-68747.402,indium-127,126.926196624,1.5
cadmium-126,0.515,cadmium,-72256.802,indium-126,125.922429127,0
cadmium-125,0.48,cadmium,-73348.095,indium-125,124.921257577,1.5
cadmium-124,1.25,cadmium,-76701.672,indium-124,123.917657363,0
cadmium-123,2.1,cadmium,-77414.181,indium-123,122.916892453,1.5
cadmium-122,5.24,cadmium,-80612.374,indium-122,121.913459052,0
cadmium-121,13.5,cadmium,-81073.826,indium-121,120.912963663,1.5
