col0,col1,col2,col3,col4
Faculdade de Medicina e Cirurgia do Pará,1919-01-09,Universidade Federal do Pará,faculty of medicine,Brazil
Faculdade Fluminense de Medicina,1929-01-01,Universidade Federal Fluminense,faculty of medicine,Brazil
Second Faculty of Medicine – Charles University,1953-01-01,Charles University,faculty of medicine,Czech Republic
Lviv University Faculty of Medicine,1894-01-01,Lviv University,faculty of medicine,Ukraine
Université de Montréal Faculty of Medicine,1843-01-01,Université de Montréal,faculty of medicine,Canada
University of Santo Tomas Faculty of Medicine and Surgery,1871-01-01,University of Santo Tomas,faculty of medicine,Philippines
UBC Faculty of Medicine,1950-01-01,University of British Columbia,faculty of medicine,Canada
Sackler Faculty of Medicine,1964-01-01,Tel Aviv University,faculty of medicine,Israel
McGill University Faculty of Medicine,1821-01-01,McGill University,faculty of medicine,Canada
Jessenius Faculty of Medicine,1969-01-01,Comenius University in Bratislava,faculty of medicine,Slovakia
