col0,col1,col2,col3,col4,col5,col6
Xiantao City,2538,People's Republic of China,subprefecture-level city,1175085,Xiliu Town,Hubei
Kunshan,865,People's Republic of China,subprefecture-level city,1651200,Zhouzhuang,Suzhou
Yangchun,4055,People's Republic of China,subprefecture-level city,849504,"Yongning, Guangdong",Yangjiang
Wenchang,2403,People's Republic of China,county-level city,115000,Puqian,Hainan
Jiyuan,1931,People's Republic of China,county-level city,733000,Dayu,Henan
Wanning,1884,People's Republic of China,county-level city,545597,"Hele, Hainan",Hainan
Nanxiong,2361.4,People's Republic of China,county-level city,316179,Wujing,Guangdong
Golmud,123460,People's Republic of China,county-level city,215214,Tanggulashan,Haixi Mongol and Tibetan Autonomous Prefecture
Dongfang,2256,People's Republic of China,county-level city,408309,Jiangbian,Hainan
Wenchang,2403,People's Republic of China,subprefecture-level city,115000,Puqian,Hainan
