col0,col1,col2,col3,col4
Mrs. Ples,cranium,1947-04-18,Sterkfontein,Robert Broom
La Ferrassie 1,Hominin fossil,1909-01-01,La Ferrassie,Louis Capitan
KNM ER 3883,Hominin fossil,1976-01-01,Koobi Fora,Richard Leakey
STS 71,Hominin fossil,1947-01-01,Sterkfontein,Robert Broom
OH 5,Hominin fossil,1959-01-01,Olduvai Gorge,Mary Douglas Leakey
NG 6,Hominin fossil,1932-01-01,Ngandong,Gustav Heinrich Ralph von Koenigswald
Cro-Magnon 1,Hominin fossil,1868-03-01,Cro-Magnon site,Louis Lartet
Turkana Boy,Hominin fossil,1984-08-01,Lake Turkana,Richard Leakey
Mrs. Ples,Hominin fossil,1947-04-18,Sterkfontein,Robert Broom
Lucy,Hominin fossil,1974-11-24,"Hadar, Ethiopia",Donald Johanson
Turkana Boy,zoological specimen,1984-08-01,Lake Turkana,Richard Leakey
OH 5,holotype,1959-01-01,Olduvai Gorge,Mary Douglas Leakey
