col0,col1,col2,col3
MediaGoblin,Python,GNU Project,"GNU Affero General Public License, version 3.0"
WordPress,PHP,WordPress Foundation,"GNU General Public License, version 2.0 or later"
Joomla,PHP,Open Source Matters,"GNU General Public License, version 2.0 or later"
WordPress,PHP,Helen Hou-Sandí,"GNU General Public License, version 2.0 or later"
Drupal,PHP,Drupal Association,"GNU General Public License, version 2.0 or later"
WordPress,PHP,Automattic,"GNU General Public License, version 2.0 or later"
Drupal,PHP,Dries Buytaert,"GNU General Public License, version 2.0 or later"
Microsoft SharePoint,C#,Microsoft,Microsoft Software Assurance
Apache Lenya,Java,Apache Software Foundation,"Apache Software License, Version 2.0"
OpenCart,PHP,Daniel Kerr,"GNU General Public License, version 3.0"
