col0,col1,col2,col3
Swinging Skirts LPGA Classic,2014-01-01,golf tournament,golf
Brasil Champions,2013-01-01,golf tournament,golf
Birmingham Classic,1972-01-01,golf tournament,golf
Shaw Charity Classic,2013-01-01,golf tournament,golf
Encompass Championship,2013-01-01,golf tournament,golf
Air Capital Classic,1990-01-01,golf tournament,golf
Greater Gwinnett Championship,2013-01-01,golf tournament,golf
Insperity Invitational,2004-01-01,golf tournament,golf
Junior Solheim Cup,2002-01-01,golf tournament,golf
De Vere Northumberland Seniors Classic,1995-01-01,golf tournament,golf
