col0,col1,col2,col3,col4,col5,col6
A systematic review of the safety and efficacy of artemether-lumefantrine against uncomplicated Plasmodium falciparum malaria during pregnancy,2012-05-01,ScienceSource,Malaria Journal,comparative study,Kamal Hamed,Creative Commons Attribution 2.0 Generic
"Comparing diagnostic accuracy of Kato-Katz, Koga agar plate, ether-concentration, and FLOTAC for Schistosoma mansoni and soil-transmitted helminths",2010-01-01,ScienceSource,PLOS Neglected Tropical Diseases,evaluation study,Jürg Utzinger,Creative Commons Attribution 2.5 Unported
Massively parallel sequencing and analysis of the Necator americanus transcriptome,2010-05-11,ScienceSource,PLOS Neglected Tropical Diseases,scientific article,Shoba Ranganathan,Creative Commons Attribution 2.5 Unported
A systems-based analysis of Plasmodium vivax lifecycle transcription from human to mosquito,2010-04-06,ScienceSource,PLOS Neglected Tropical Diseases,scientific article,Joseph M. Vinetz,Creative Commons Attribution 2.5 Unported
High dengue case capture rate in four years of a cohort study in Nicaragua compared to national surveillance data,2010-03-16,ScienceSource,PLOS Neglected Tropical Diseases,scientific article,Eva Harris,Creative Commons Attribution 2.5 Unported
Transcriptional changes in Schistosoma mansoni during early schistosomula development and in the presence of erythrocytes,2010-02-09,ScienceSource,PLOS Neglected Tropical Diseases,scientific article,Alex Loukas,Creative Commons Attribution 2.5 Unported
Effect of screening sigmoidoscopy and screening colonoscopy on colorectal cancer incidence and mortality: systematic review and meta-analysis of randomised controlled trials and observational studies,2014-04-09,ScienceSource,The BMJ,scientific article,Hermann Brenner,Creative Commons Attribution-NonCommercial 3.0 Unported
Robotic versus Laparoscopic Approach in Colonic Resections for Cancer and Benign Diseases: Systematic Review and Meta-Analysis,2015-07-27,ScienceSource,PLOS ONE,scientific article,Roberto Cirocchi,Creative Commons Attribution 4.0 International
The high burden of cholera in children: comparison of incidence from endemic areas in Asia and Africa,2008-01-01,ScienceSource,PLOS Neglected Tropical Diseases,scientific article,Lorenz von Seidlein,Creative Commons Attribution 2.5 Unported
Comparative microsatellite typing of new world leishmania infantum reveals low heterogeneity among populations and its recent old world origin,2011-06-01,ScienceSource,PLOS Neglected Tropical Diseases,scientific article,Isabel L. Mauricio,Creative Commons Attribution 2.5 Unported
"Comparing diagnostic accuracy of Kato-Katz, Koga agar plate, ether-concentration, and FLOTAC for Schistosoma mansoni and soil-transmitted helminths",2010-01-01,ScienceSource,PLOS Neglected Tropical Diseases,scientific article,Jürg Utzinger,Creative Commons Attribution 2.5 Unported
A systematic review of the safety and efficacy of artemether-lumefantrine against uncomplicated Plasmodium falciparum malaria during pregnancy,2012-05-01,ScienceSource,Malaria Journal,scientific article,Kamal Hamed,Creative Commons Attribution 2.0 Generic
