col0,col1,col2,col3
libtorrent,libtorrent (rasterbar),C++,"GNU General Public License, version 2.0 or later"
Memtest86+,MemTest86,C,GNU General Public License
XNGR XML Browser,Exchanger XML Editor,Java,"Mozilla Public License, version 1.1"
Secure delete,srm,C,"GNU General Public License, version 2.0"
libcurl,cURL,C,curl license
SESHAT,Mathematical Expression Recognition,C++,"GNU General Public License, version 3.0"
man-db,man,C,"GNU General Public License, version 2.0 or later"
FeedReader,Feedreader,C,"GNU General Public License, version 3.0"
Tezos,Bitcoin,OCaml,MIT license
WireGuard,WireGuard,C,"GNU General Public License, version 2.0"
Racket,Racket,C,GNU Lesser General Public License
libpcap,pcap,C,3-clause BSD License
