col0,col1,col2,col3,col4
A7 motorway,rijksweg,Bundesautobahn 280,Zaandam,Germany–Netherlands border
Higashikyushu Expressway,controlled-access highway,Japan National Route 10,Kitakyūshū,Kyushu Expressway
A7 motorway,controlled-access highway,Bundesautobahn 280,Zaandam,Germany–Netherlands border
Higashikyushu Expressway,road,Japan National Route 10,Kitakyūshū,Kyushu Expressway
A7 motorway,rijksweg,Bundesautobahn 280,Zaandam,Bundesautobahn 280
Higashikyushu Expressway,controlled-access highway,Japan National Route 10,Kitakyūshū,Japan National Route 10
A7 motorway,controlled-access highway,Bundesautobahn 280,Zaandam,Bundesautobahn 280
Higashikyushu Expressway,road,Japan National Route 10,Kitakyūshū,Japan National Route 10
G1 Beijing–Harbin Expressway,controlled-access highway,China National Highway 102,Beijing,China National Highway 102
M1 motorway,road,North Circular Road,Hendon,North Circular Road
Takamatsu Expressway,road,Tokushima Expressway,Naruto,Japan National Route 11
G1 Beijing–Harbin Expressway,controlled-access highway,G1112 Ji'an–Shuangliao Expressway,Harbin,4th Ring Road
Takamatsu Expressway,controlled-access highway,Kagawa Prefectural Road Route 40,Shikokuchūō,Japan National Route 11
