col0,col1,col2,col3
Miss Indiana's Outstanding Teen,teen competition,Indianapolis,Miss America's Outstanding Teen
Miss Illinois' Outstanding Teen,teen competition,Anna,Miss America's Outstanding Teen
Miss New York's Outstanding Teen,teen competition,Saratoga Springs,Miss America's Outstanding Teen
Miss Massachusetts' Outstanding Teen,teen competition,New Bedford,Miss America's Outstanding Teen
Miss North Carolina's Outstanding Teen,teen competition,High Point,Miss America's Outstanding Teen
Miss Oklahoma's Outstanding Teen,teen competition,Tulsa,Miss America's Outstanding Teen
Miss New Mexico's Outstanding Teen,teen competition,Portales,Miss America's Outstanding Teen
Miss Ohio's Outstanding Teen,teen competition,Mansfield,Miss America's Outstanding Teen
Miss Pennsylvania's Outstanding Teen,teen competition,Pittsburgh,Miss America's Outstanding Teen
Miss Kentucky's Outstanding Teen,teen competition,Louisville,Miss America's Outstanding Teen
Miss Nevada's Outstanding Teen,teen competition,Las Vegas,Miss America's Outstanding Teen
Miss Oregon's Outstanding Teen,teen competition,Seaside,Miss America's Outstanding Teen
