col0,col1,col2,col3,col4,col5
1972 Austrian International Badminton Championships,1972 Austrian International Badminton Championships – Men's doubles,Vienna,1972-01-01,1970 Austrian International Badminton Championships,1974 Austrian International Badminton Championships
2016 Austrian International Badminton Championships,2016 Austrian International Badminton Championships – Men's doubles,Vienna,2016-01-01,2015 Austrian International Badminton Championships,2017 Austrian International Badminton Championships
2015 Austrian International Badminton Championships,2015 Austrian International Badminton Championships – Men's doubles,Vienna,2015-01-01,2014 Austrian International Badminton Championships,2016 Austrian International Badminton Championships
2014 Austrian International Badminton Championships,2014 Austrian International Badminton Championships – Men's doubles,Vienna,2014-01-01,2013 Austrian International Badminton Championships,2015 Austrian International Badminton Championships
2012 Austrian International Badminton Championships,2012 Austrian International Badminton Championships – Men's doubles,Vienna,2012-01-01,2011 Austrian International Badminton Championships,2013 Austrian International Badminton Championships
2011 Austrian International Badminton Championships,2011 Austrian International Badminton Championships – Men's doubles,Vienna,2011-01-01,2010 Austrian International Badminton Championships,2012 Austrian International Badminton Championships
2008 Austrian International Badminton Championships,2008 Austrian International Badminton Championships – Men's doubles,Vienna,2008-01-01,2007 Austrian International Badminton Championships,2009 Austrian International Badminton Championships
2007 Austrian International Badminton Championships,2007 Austrian International Badminton Championships – Men's doubles,Vienna,2007-01-01,2006 Austrian International Badminton Championships,2008 Austrian International Badminton Championships
2017 Austrian International Badminton Championships,2017 Austrian International Badminton Championships – Men's doubles,Vienna,2017-01-01,2016 Austrian International Badminton Championships,2018 Austrian International Badminton Championships
1988 Austrian International Badminton Championships,1988 Austrian International Badminton Championships – Men's doubles,Pressbaum,1988-01-01,1987 Austrian International Badminton Championships,1989 Austrian International Badminton Championships
2019 Austrian International Badminton Championships,2019 Austrian International Badminton Championships – Men's doubles,Vienna,2019-01-01,2018 Austrian International Badminton Championships,2020 Austrian International Badminton Championships
2018 Austrian International Badminton Championships,2018 Austrian International Badminton Championships – Men's doubles,Vienna,2018-01-01,2017 Austrian International Badminton Championships,2019 Austrian International Badminton Championships
2001 Austrian International Badminton Championships,2001 Austrian International Badminton Championships – Men's doubles,Pressbaum,2001-01-01,2000 Austrian International Badminton Championships,2002 Austrian International Badminton Championships
1990 Austrian International Badminton Championships,1990 Austrian International Badminton Championships – Men's doubles,Pressbaum,1990-01-01,1989 Austrian International Badminton Championships,1991 Austrian International Badminton Championships
