col0,col1,col2,col3,col4,col5,col6
Portrait of Nicolò Coccon.,portrait,Nicolò Coccon,Kingdom of Italy,Biedermeier,19.5,Giuseppe Vezoloet jr
Portrait of Ferdinand Hiller.,portrait,Ferdinand Hiller,Kingdom of Italy,Biedermeier,25,Domenico Dario Paolucci
Portrait of Fery Kletzer.,portrait,Fery Kletzer,Kingdom of Italy,Biedermeier,14.5,Paola Gambara Bovardi
Portrait of Vincenzo Robaudi.,portrait,Vincenzo Robaudi,Kingdom of Italy,Biedermeier,14,Paola Gambara Bovardi
Portrait of Joseph Servais.,portrait,Joseph Servais,Kingdom of Italy,Biedermeier,23.5,Paola Gambara Bovardi
Portrait of Michele Salvoni.,portrait,Michele Salvoni,Kingdom of Italy,Biedermeier,24,Paola Gambara Bovardi
Portrait of Giorgio Miceli.,portrait,Giorgio Miceli,Kingdom of Italy,Biedermeier,13.5,Paola Gambara Bovardi
Portrait of Serafino Amedeo De Ferrari.,portrait,Serafino Amedeo De Ferrari,Kingdom of Italy,Biedermeier,37.5,Paola Gambara Bovardi
Portrait of Carlo Romani.,portrait,Carlo Romani,Kingdom of Italy,Biedermeier,17.5,Paola Gambara Bovardi
Portrait of Tito Mattei.,portrait,Tito Mattei,Kingdom of Italy,Biedermeier,23,Paola Gambara Bovardi
Portrait of Alessandro Busi.,portrait,Alessandro Busi,Kingdom of Italy,Biedermeier,21,Paola Gambara Bovardi
Portrait of Auguste Dupont.,portrait,Auguste Dupont,Kingdom of Italy,Biedermeier,20.5,Paola Gambara Bovardi
Portrait of Salvatore Auteri Manzocchi.,portrait,Salvatore Auteri Manzocchi,Kingdom of Italy,Biedermeier,18,Paola Gambara Bovardi
