col0,col1,col2,col3
2016 ABN AMRO World Tennis Tournament,Netherlands,2016 ABN AMRO World Tennis Tournament – Singles,ATP World Tour 500 series
2015 ABN AMRO World Tennis Tournament,Netherlands,2015 ABN AMRO World Tennis Tournament – Singles,ATP World Tour 500 series
2014 ABN AMRO World Tennis Tournament,Netherlands,2014 ABN AMRO World Tennis Tournament – Singles,ATP World Tour 500 series
2013 ABN AMRO World Tennis Tournament,Netherlands,2013 ABN AMRO World Tennis Tournament – Doubles,ATP World Tour 500 series
2012 ABN AMRO World Tennis Tournament,Netherlands,2012 ABN AMRO World Tennis Tournament – Doubles,ATP World Tour 500 series
2011 ABN AMRO World Tennis Tournament,Netherlands,2011 ABN AMRO World Tennis Tournament – Wheelchair Doubles,ATP World Tour 500 series
2010 ABN AMRO World Tennis Tournament,Netherlands,2010 ABN AMRO World Tennis Tournament – Singles,ATP World Tour 500 series
2011 ABN AMRO World Tennis Tournament,Netherlands,2011 ABN AMRO World Tennis Tournament – Singles,ATP World Tour 500 series
2009 ABN AMRO World Tennis Tournament,Netherlands,2009 ABN AMRO World Tennis Tournament – Doubles,ATP World Tour 500 series
2010 ABN AMRO World Tennis Tournament,Netherlands,2010 ABN AMRO World Tennis Tournament – Doubles,ATP World Tour 500 series
2012 ABN AMRO World Tennis Tournament,Netherlands,2012 ABN AMRO World Tennis Tournament – Doubles,2012 ATP World Tour
