col0,col1,col2,col3,col4,col5,col6
Kyurem,gray,Pokémon universe,ice-type Pokémon,300,list of Pokémon introduced in Generation V,325
Arceus,gray,Pokémon universe,ice-type Pokémon,320,list of Pokémon introduced in Generation IV,320
Tyrunt,brown,Pokémon universe,rock-type Pokémon,80,list of Pokémon introduced in Generation VI,26
Tyrantrum,red,Pokémon universe,rock-type Pokémon,250,list of Pokémon introduced in Generation VI,270
Arceus,gray,Pokémon universe,psychic-type Pokémon,320,list of Pokémon introduced in Generation IV,320
Zygarde,green,Pokémon universe,ground-type Pokémon,500,list of Pokémon introduced in Generation VI,305
Gabite,blue,Pokémon universe,ground-type Pokémon,1.4,list of Pokémon introduced in Generation IV,56
Arceus,gray,Pokémon universe,grass-type Pokémon,320,list of Pokémon introduced in Generation IV,320
Drampa,white,Pokémon universe,normal-type Pokémon,300,list of Pokémon introduced in Generation VII,185
Kingdra,blue,Pokémon universe,water-type Pokémon,180,list of Pokémon introduced in Generation II,152
