col0,col1,col2,col3,col4
Koen San'yūteu,1975-11-30,Japan,1910-05-31,owarai tarento
Yūchō San'yūtei,1913-08-02,Japan,1886-10-01,rakugoka
Hyakushō San'yūtei,1964-03-31,Japan,1895-10-03,rakugoka
Kajaku San'yūtei,2008-02-06,Japan,1963-09-04,rakugoka
Kashō San'yūtei,1950-05-30,Japan,1916-09-22,rakugoka
Kokinba San'yūtei,2018-10-01,Japan,1949-09-22,rakugoka
Koenba San'yūtei,1999-07-05,Japan,1925-09-26,rakugoka
En'ya San'yūtei,2006-04-29,Japan,1936-07-20,rakugoka
Enkō San'yūtei,2007-10-11,Japan,1948-10-25,rakugoka
Umesuke San'yūtei,2007-05-20,Japan,1925-09-19,rakugoka
Katsutarō Mimasuya,1989-10-25,Japan,1905-12-25,rakugoka
San'yūtei Enchō,1900-08-11,Japan,1839-04-01,playwright
Takeda Izumo I.,1747-01-01,Japan,1700-01-01,playwright
Zenbee Miwa,1939-05-08,Japan,1920-06-08,businessperson
San'yūtei Enchō,1900-08-11,Japan,1839-04-01,writer
