col0,col1,col2,col3,col4,col5
G 75-30,Cetus,2954,43.5106,rotating variable star,39.3736741056821
G 253-6,Camelopardalis,3400,76.3524,rotating variable star,118.9747032817914
BD+08 102,Pisces,22113,13.6306,rotating variable star,11.00552660007
LP 98-79,Draco,2906,100.293,rotating variable star,217.6574586499206
V* QW Tau,Taurus,3233,7.35,flare star,56.8949117113992
V* PS Tau,Taurus,3387,6.4748,flare star,56.9802972025552
V* V346 Tau,Taurus,3905,7.797,flare star,57.0947860612275
V* MM Tau,Taurus,4196,7.276,flare star,55.9024921603165
VB 10,Aquila,2700,168.962,rotating variable star,289.2400430343057
L 1159-16,Aries,3268,223.6349,rotating variable star,30.0539841391376
Gliese 174,Taurus,4393,75.5395,rotating variable star,70.3285639326502
40 Eridani A,Eridanus,5568,198.5657,rotating variable star,63.81799885833
