col0,col1,col2,col3,col4,col5
Vista parcial da cidade. São Paulo/SP,Werner Haberkorn Collection,6,negative,Museu Paulista,8.1
Vista parcial do bairro da Consolação. São Paulo/SP,Werner Haberkorn Collection,6,negative,Museu Paulista,8.1
Vista aérea da cidade de São Paulo/SP,Werner Haberkorn Collection,6.5,square,Museu Paulista,8.1
Vista parcial do Vale do Anhangabaú. São Paulo/SP,Werner Haberkorn Collection,6,level crossing,Museu Paulista,8.1
Vista aérea da cidade de São Paulo/SP,Werner Haberkorn Collection,6.5,Edifício Altino Arantes,Museu Paulista,8.1
Antena - Arranha-céu,Werner Haberkorn Collection,9,antenna,Museu Paulista,11.1
Vista aérea da cidade de São Paulo/SP,Museu Paulista collection,6.5,street,Museu Paulista,8.1
Vista pontual de rua,Museu Paulista collection,6,street,Museu Paulista,11.1
Vista aérea da cidade de São Paulo/SP,Werner Haberkorn Collection,6.5,street,Museu Paulista,8.1
Vista pontual de rua,Werner Haberkorn Collection,6,street,Museu Paulista,11.1
Vista aérea da cidade de São Paulo/SP,Werner Haberkorn Collection,6.5,school,Museu Paulista,8.1
Retratos jogadores de futebol,Werner Haberkorn Collection,12.5,association football,Museu Paulista,17.1
