col0,col1,col2,col3,col4,col5
1926 European Rowing Championships,Switzerland,1926-09-06,1926 European Rowing Championships – Men's single scull,1926-09-01,1926-09-01
1925 European Rowing Championships,Czechoslovakia,1925-01-01,1925 European Rowing Championships – Men's single scull,1925-01-01,1925-01-01
1908 European Rowing Championships,Switzerland,1908-08-30,1908 European Rowing Championships – Men's single scull,1908-08-30,1908-01-01
2015 European Rowing Championships,Poland,2015-05-31,2015 European Rowing Championships – Women's single scull,2015-05-29,2015-01-01
2014 European Rowing Championships,Serbia,2014-06-01,2014 European Rowing Championships – Women's single scull,2014-05-30,2014-01-01
2013 European Rowing Championships,Spain,2013-06-02,2013 European Rowing Championships – Women's single scull,2013-05-31,2013-01-01
1973 European Rowing Championships,Soviet Union,1973-09-02,1973 European Rowing Championships – Women's single scull,1973-08-29,1973-01-01
1972 European Rowing Championships,Germany,1972-08-13,1972 European Rowing Championships – Women's single scull,1972-08-01,1972-01-01
1971 European Rowing Championships,Denmark,1971-08-25,1971 European Rowing Championships – Women's single scull,1971-08-12,1971-01-01
1904 European Rowing Championships,France,1904-08-01,1904 European Rowing Championships – Men's single scull,1904-08-01,1904-01-01
1900 European Rowing Championships,France,1900-01-01,1900 European Rowing Championships – Men's single scull,1900-01-01,1900-01-01
2011 European Rowing Championships,Bulgaria,2011-09-18,2011 European Rowing Championships – Women's eight,2011-09-16,2011-01-01
