col0,col1,col2,col3,col4
Gyeongpo Ice Hall,12000,Gangneung,South Korea,short track speed skating
KV Arena,6000,Karlovy Vary,Czech Republic,ice hockey
Zimní stadion Hradec Králové,7700,Hradec Králové,Czech Republic,ice hockey
Budvar Arena,6421,České Budějovice,Czech Republic,ice hockey
Ostrava Aréna,12500,Ostrava,Czech Republic,ice hockey
Olympia Eishalle,6136,Milbertshofen,Germany,ice hockey
Volksbank Arena,300,Bahrenfeld,Germany,ice hockey
Bornova Ice Sports Hall,1751,Aşık Veysel Recreation Area,Turkey,ice hockey
Eisstadion Biel,7000,Biel/Bienne,Switzerland,ice hockey
Stadio Olympica,12000,Cortina d'Ampezzo,Italy,ice hockey
Johanneshov ice stadium,9000,Johanneshov,Sweden,ice hockey
