col0,col1,col2,col3,col4,col5,col6
Cala Pilota,Manacor,white sand beach,25,Spain,Majorca,30
Playa de San Juan,Canary Islands,rock beach,12,Spain,Lanzarote,100
Cala Falcó,Manacor,rock beach,15,Spain,Majorca,20
Platja del Coll Baix,Alcúdia,black sand beach,50,Spain,Majorca,220
Platja des Figueral,Santa Eulària des Riu,black sand beach,45,Spain,Ibiza,410
Playa de la Madera,Canary Islands,black sand beach,30,Spain,Lanzarote,85
Playa de Ugán,Canary Islands,black sand beach,30,Spain,Fuerteventura,300
Caló D'Es Cans,Artà,black sand beach,10,Spain,Majorca,100
Famara,Teguise,shingle beach,25,Spain,Lanzarote,2800
Platja del Coll Baix,Alcúdia,shingle beach,50,Spain,Majorca,220
Playa de Ugán,Canary Islands,shingle beach,30,Spain,Fuerteventura,300
Cala es Matzoc,Artà,shingle beach,100,Spain,Majorca,80
Caló D'Es Cans,Artà,shingle beach,10,Spain,Majorca,100
Cala Rafalino,Manacor,nude beach,15,Spain,Majorca,30
Cala Macarelleta,Ciutadella de Menorca,nude beach,30,Spain,Menorca,20
