col0,col1,col2,col3,col4,col5,col6
2MASS J23280517+1904289,RR Lyrae variable,352.0215584136583,10.57,-1.64,19.0747135642415,-5.247
V* RY Col,RR Lyrae variable,78.7824248861941,1019.6798,-0.91,-41.6282429894632,21.562
[ZHV2014] 467,RR Lyrae variable,182.5874996716683,18.9,-1.66,-2.7428167586134,-2.042
LINEAR 4229566,RR Lyrae variable,189.487131579593,11.6,-1.29,-3.6356940174869,-6.711
LINEAR 3805831,RR Lyrae variable,186.5860644890639,21.1,-1.31,-2.4461948074962,-1.823
V* V482 Vir,RR Lyrae variable,203.9676828604371,7.91,-1.33,-0.6185278195403,-7.246
ROTSE1 J190350.47+460144.8,RR Lyrae variable,285.960494559816,4690.4315,-0.04,46.0289018863601,-6.667
V* SX Aqr,RR Lyrae variable,324.0351941415855,1.9,-1.87,3.2305603759767,-45.916
LINEAR 13062458,RR Lyrae variable,225.8226623083281,4.23,-3.07,14.2932726050876,-7.616
V* BS Vir,RR Lyrae variable,190.4158609806263,4.8,-2.21,-1.8303085092827,-1.603
V* V411 Vir,RR Lyrae variable,190.6037958685915,6.1,-1.67,-0.2008610369928,-5.555
V* V407 Vir,RR Lyrae variable,189.9560574713094,19.6,-2.44,-0.0017923273515,-2.431
