col0,col1,col2,col3,col4
North Coast,mesoregion of Brazil,16179.947,Brazil,São Paulo
Assis Mesoregion,mesoregion of Brazil,12710.21,Brazil,São Paulo
Araraquara Mesoregion,mesoregion of Brazil,9455.299,Brazil,São Paulo
Porto Alegre metropolitan area,mesoregion of Brazil,29734.982,Brazil,Rio Grande do Sul
Oeste Potiguar,mesoregion of Brazil,21167.13,Brazil,Rio Grande do Norte
Greater Florianópolis,mesoregion of Brazil,6999.431,Brazil,Santa Catarina
Metropolitana de Belo Horizonte Mesoregion,mesoregion of Brazil,39486.678,Brazil,Minas Gerais
Far Western Bahia,mesoregion of Brazil,116786.918,Brazil,Bahia
South and Southwest Minas,mesoregion of Brazil,49523.893,Brazil,Minas Gerais
Vale do Mucuri,mesoregion of Brazil,20080.657,Brazil,Minas Gerais
São José do Rio Preto Mesoregion,mesoregion of Brazil,29387.122,Brazil,São Paulo
North São Paulo Mesoregion,mesoregion of Brazil,27532.23,Brazil,São Paulo
West Minas,mesoregion of Brazil,24043.467,Brazil,Minas Gerais
