col0,col1,col2,col3,col4,col5,col6
Hutchinson County,United States of America,county of South Dakota,Olivet,7145,1871-01-01,Olivet
Grant County,United States of America,county of South Dakota,Milbank,7281,1873-01-01,Milbank
Custer County,United States of America,county of South Dakota,Custer,8468,1875-01-01,Custer
Haakon County,United States of America,county of South Dakota,Philip,1894,1914-01-01,Philip
Clay County,United States of America,county of South Dakota,Vermillion,13935,1862-01-01,Vermillion
Deuel County,United States of America,county of South Dakota,Clear Lake,4320,1862-01-01,Clear Lake
Douglas County,United States of America,county of South Dakota,Armour,3023,1873-01-01,Armour
Minnehaha County,United States of America,county of South Dakota,Sioux Falls,179640,1862-01-01,Sioux Falls
Charles Mix County,United States of America,county of South Dakota,Lake Andes,9241,1862-01-01,Lake Andes
Campbell County,United States of America,county of South Dakota,Mound City,1334,1883-01-01,Mound City
