col0,col1,col2,col3,col4
niche fountain,brass,Switzerland,1865-01-01,water distribution pipe network
Mühlenplatz fountain,brass,Switzerland,1756-01-01,water distribution pipe network
fountain Muristalden,brass,Switzerland,1785-01-01,water distribution pipe network
Widmann fountain,bronze,Switzerland,1914-01-01,water distribution pipe network
Münzstattbrunnen,bronze,Switzerland,1789-01-01,water distribution pipe network
Villa Stucki fountain,limestone,Switzerland,1886-01-01,water distribution pipe network
Stadtbibliothek fountain,limestone,Switzerland,1788-01-01,water distribution pipe network
Steinhölzli fountain,limestone,Switzerland,1869-01-01,water distribution pipe network
outer Laupenstrasse fountain,limestone,Switzerland,1846-01-01,water distribution pipe network
Speichergasse fountain,limestone,Switzerland,1885-01-01,water distribution pipe network
Reservoir fountain,limestone,Switzerland,1960-01-01,water distribution pipe network
fountain Nydegghöfli,limestone,Switzerland,1857-01-01,water distribution pipe network
niche fountain,limestone,Switzerland,1865-01-01,water distribution pipe network
Münzstattbrunnen,limestone,Switzerland,1789-01-01,water distribution pipe network
Mühlenplatz fountain,limestone,Switzerland,1756-01-01,water distribution pipe network
