col0,col1,col2,col3,col4
Monongalia Arts Center,theatre,Morgantown,1976-01-01,place listed on the National Register of Historic Places
Madam Walker Legacy Center,theatre,Indianapolis,1927-01-01,National Historic Landmark
Melbourne Athenaeum,theatre,Melbourne,1839-01-01,listed on the Victorian Heritage Register
Victoria Theatre,theatre,Dayton,1866-01-01,place listed on the National Register of Historic Places
"Union Chapel, Islington",church building,London Borough of Islington,1876-01-01,Grade I listed building
Washington High School,high school,Buckman,1906-01-01,place listed on the National Register of Historic Places
Sanderson Centre for the Performing Arts,performing arts center,Ontario,1919-12-22,designated heritage property (part IV)
Ivy Substation,performing arts center,California,1907-01-01,place listed on the National Register of Historic Places
Gammage Memorial Auditorium,performing arts center,Tempe,1964-01-01,place listed on the National Register of Historic Places
Cankar Hall,performing arts center,Ljubljana City Municipality,1982-01-01,monument of national significance
