col0,col1,col2,col3
Milan–Vimercate tramway,Lombardy,1981-01-01,"Società Anonima dei Tramways a Vapore Interprovinciali di Milano, Bergamo e Cremona"
Milan–Lodi tramway,Lombardy,1931-01-01,"Società Anonima dei Tramways a Vapore Interprovinciali di Milano, Bergamo e Cremona"
Lodi–Treviglio–Bergamo tramway,Lombardy,1921-01-01,"Società Anonima dei Tramways a Vapore Interprovinciali di Milano, Bergamo e Cremona"
Brescia–Soncino tramway,Province of Brescia,1950-01-01,Tramvie Elettriche Bresciane
Brescia–Ostiano tramway,Province of Brescia,1932-01-01,Tramvie Elettriche Bresciane
Valtrompia tramway,Province of Brescia,1934-01-01,Tramvie Elettriche Bresciane
Milan–Corsico–Abbiategrasso tramway,province of Milan,1956-01-01,Società Trazione Elettrica Lombarda
Milan–Cinisello tramway,province of Milan,1957-01-01,Società Trazione Elettrica Lombarda
Milan–Vimercate tramway,Lombardy,1981-01-01,Società Trazione Elettrica Lombarda
Milan–Limbiate tramway,Lombardy,1999-01-01,Società Trazione Elettrica Lombarda
Brescia–Ostiano tramway,Province of Brescia,1932-01-01,Società Elettrica Bresciana
Milan–Corsico–Abbiategrasso tramway,province of Milan,1956-01-01,Società Anonima degli Omnibus
Milan–Limbiate tramway,Lombardy,1999-01-01,Società Anonima degli Omnibus
Bari–Barletta tramway,Apulia,1959-01-01,Ferrotramviaria
Milan–Corsico–Abbiategrasso tramway,province of Milan,1956-01-01,Edison
