col0,col1,col2,col3,col4,col5,col6
12 Ophiuchi,BY Draconis variable,infrared source,5.77,34000,5.81,9.9195
61 Ursae Majoris,rotating variable star,astrophysical X-ray source,5.34,36000,5.409,9.5794
HD 128311,BY Draconis variable,astrophysical X-ray source,7.446,41000,6.369,16.3369
12 Ophiuchi,BY Draconis variable,flare star,5.77,34000,5.81,9.9195
61 Ursae Majoris,rotating variable star,binary star,5.34,36000,5.409,9.5794
12 Ophiuchi,BY Draconis variable,binary star,5.77,34000,5.81,9.9195
61 Ursae Majoris,rotating variable star,variable star,5.34,36000,5.409,9.5794
HD 128311,BY Draconis variable,variable star,7.446,41000,6.369,16.3369
12 Ophiuchi,BY Draconis variable,variable star,5.77,34000,5.81,9.9195
61 Ursae Majoris,rotating variable star,star,5.34,36000,5.409,9.5794
HD 128311,BY Draconis variable,star,7.446,41000,6.369,16.3369
