col0,col1,col2,col3,col4
Goettingen Journal of International Law,Goettingen Journal of International Law,English,Germany,open-access journal
German Law Journal,German Law Journal,English,United Kingdom,open-access journal
Fordham Environmental Law Review,Fordham Environmental Law Review,English,United States of America,law review
Environmental Law,Environmental Law,English,United States of America,law review
Cornell Journal of Law and Public Policy,Cornell Journal of Law and Public Policy,English,United States of America,law review
Cornell International Law Journal,Cornell International Law Journal,English,United States of America,law review
Comparative and International Law Journal of Southern Africa,Comparative and International Law Journal of Southern Africa,English,South Africa,law review
Catholic University Law Review,Catholic University Law Review,English,United States of America,law review
Berkeley Journal of International Law,Berkeley Journal of International Law,English,United States of America,law review
Berkeley Journal of Employment and Labor Law,Berkeley Journal of Employment and Labor Law,English,United States of America,law review
Animal Law Review,Animal Law Review,English,United States of America,law review
Albany Law Review,Albany Law Review,English,United States of America,law review
