col0,col1,col2,col3,col4,col5
Neon Lights Tour,Demi World Tour,2014-06-01,43,concert tour,Demi Lovato
The Who Tour 1982,The Who 1985 and 1988 reunions,1982-12-17,42,concert tour,The Who
The Who Tour 1975,The Who Tour 1976,1975-12-23,43,concert tour,The Who
The Rolling Stones European Tour 1973,The Rolling Stones' Tour of the Americas '75,1973-10-19,42,concert tour,The Rolling Stones
The Rolling Stones American Tour 1972,The Rolling Stones Pacific Tour 1973,1972-07-26,48,concert tour,The Rolling Stones
Number Ones Tour,Face to Face Tour,2005-05-17,39,concert tour,Westlife
Foot Loose & Fancy Free Tour,Blondes 'Ave More Fun Tour,1977-12-20,46,concert tour,Rod Stewart
Face to Face Tour,The Love Tour,2006-09-12,60,concert tour,Westlife
Bruce Springsteen with The Seeger Sessions Band Tour,Magic Tour,2006-11-21,62,concert tour,Bruce Springsteen
Bob Dylan World Tour 1966,Bob Dylan and The Band 1974 Tour,1966-05-27,47,concert tour,Bob Dylan
Back in the Saddle Tour,Done with Mirrors Tour,1985-01-18,63,concert tour,Aerosmith
Alive II Tour,Dynasty Tour,1978-04-02,56,concert tour,KISS
In the Flesh Tour,The Wall Tour,1977-07-06,55,concert tour,Pink Floyd
