col0,col1,col2,col3,col4,col5,col6,col7
Arrondissement of Verviers,653,Belgium,287374,Arrondissement of Marche-en-Famenne,Herve,Liège,2016.22
Arrondissement of Huy,373,Belgium,113097,Arrondissement of Marche-en-Famenne,Engis,Liège,659.36
Arrondissement of Verviers,653,Belgium,287374,Canton of Clervaux,Dison,Liège,2016.22
Arrondissement of Huy,373,Belgium,113097,Arrondissement of Marche-en-Famenne,Huy,Liège,659.36
Arrondissement of Virton,152,Belgium,53658,Arrondissement of Arlon,Musson,Luxembourg,771.19
Arrondissement of Arlon,253,Belgium,62202,Arrondissement of Neufchâteau,Martelange,Luxembourg,317.28
Arrondissement of Virton,152,Belgium,53658,Arrondissement of Arlon,Chiny,Luxembourg,771.19
Arrondissement of Arlon,253,Belgium,62202,Arrondissement of Neufchâteau,Arlon,Luxembourg,317.28
Arrondissement of Virton,152,Belgium,53658,Arrondissement of Arlon,Étalle,Luxembourg,771.19
Arrondissement of Dinant,380,Belgium,110610,Arrondissement of Neufchâteau,Dinant,Namur,1592.42
Arrondissement of Verviers,653,Belgium,287374,Canton of Clervaux,Spa,Liège,2016.22
