col0,col1,col2,col3,col4,col5,col6
HD 50138,34,infrared source,J2000.0,Monoceros,102.8891624546473,-3.681
HD 144432,2,infrared source,J2000.0,Scorpius,241.7414709445466,-24.4
HD 100546,9.1,infrared source,J2000.0,Musca,173.35600202421753,-38.594
AB Aurigae,8.9,sub-millimetric source,J2000.0,Auriga,73.9410249910073,-24.112
HD 144432,2,astrophysical X-ray source,J2000.0,Scorpius,241.7414709445466,-24.4
AB Aurigae,8.9,astronomical radio source,J2000.0,Auriga,73.9410249910073,-24.112
HD 216629,-39.4,Herbig Ae/Be star,J2000.0,Cepheus,343.31501817819003,-2.01
CD-44 3318,17,Herbig Ae/Be star,J2000.0,Puppis,109.8678694653128,-24.308
EM* MWC 300,18.6,Herbig Ae/Be star,J2000.0,Scutum,277.3570479168122,-5.641
V* NV Ori,24.661386,Herbig Ae/Be star,J2000.0,Orion,83.8807019620353,0.418
HD 37258,25.74415,Herbig Ae/Be star,J2000.0,Orion,84.2468704303171,-1.558
