col0,col1,col2,col3,col4,col5,col6,col7
Glasscock County,1889-01-01,United States of America,0.1,"National Register of Historic Places listings in Glasscock County, Texas",Glasscock County,Central Time Zone,Garden City
Bowie County,1840-01-01,United States of America,4.1,"National Register of Historic Places listings in Bowie County, Texas",Bowie County,Central Time Zone,Boston
Burleson County,1846-01-01,United States of America,26,"National Register of Historic Places listings in Burleson County, Texas",Burleson County,Central Time Zone,Caldwell
Edwards County,1883-01-01,United States of America,0.09,"National Register of Historic Places listings in Edwards County, Texas",Edwards County,Central Time Zone,Rocksprings
Sutton County,1890-01-01,United States of America,0.03,"National Register of Historic Places listings in Sutton County, Texas",Sutton County,Central Time Zone,Sonora
Bailey County,1876-01-01,United States of America,0.08,National Register of Historic Places listings in Texas,Bailey County,Central Time Zone,Muleshoe
Goliad County,1836-01-01,United States of America,0.9,"National Register of Historic Places listings in Goliad County, Texas",Goliad County,Central Time Zone,Goliad
Calhoun County,1846-01-01,United States of America,51,"National Register of Historic Places listings in Calhoun County, Texas",Calhoun County,Central Time Zone,Port Lavaca
Camp County,1874-04-06,United States of America,3.6,"National Register of Historic Places listings in Camp County, Texas",Camp County,Central Time Zone,Pittsburg
Falls County,1850-01-01,United States of America,1.1,"National Register of Historic Places listings in Falls County, Texas",Falls County,Central Time Zone,Marlin
Cass County,1846-01-01,United States of America,2.4,"National Register of Historic Places listings in Cass County, Texas",Cass County,Central Time Zone,Linden
Orange County,1852-01-05,United States of America,12,"National Register of Historic Places listings in Orange County, Texas",Orange County,Central Time Zone,Orange
Dallam County,1876-01-01,United States of America,0.1,"National Register of Historic Places listings in Dallam County, Texas",Dallam County,Central Time Zone,Dalhart
Hays County,1848-01-01,United States of America,0.3,"National Register of Historic Places listings in Hays County, Texas",Hays County,Central Time Zone,San Marcos
