col0,col1,col2,col3,col4
Hertha BSC versus 1. FC Kaiserslautern 2011–12 Fußball-Bundesliga,Hertha BSC,2012-04-21,51461,Germany
Hannover 96 versus Hertha BSC 2011–12 Fußball-Bundesliga,Hertha BSC,2011-08-21,41200,Germany
Bayer 04 Leverkusen versus Hertha BSC 2011–12 Fußball-Bundesliga,Hertha BSC,2012-04-14,29704,Germany
Hertha BSC versus SC Freiburg 2011–12 Fußball-Bundesliga,Hertha BSC,2012-04-10,45778,Germany
Borussia Mönchengladbach versus Hertha BSC 2011–12 Fußball-Bundesliga,Hertha BSC,2012-04-07,52691,Germany
Hertha BSC versus VfL Wolfsburg 2011–12 Fußball-Bundesliga,Hertha BSC,2012-03-31,46388,Germany
Borussia Mönchengladbach versus VfL Wolfsburg 2011–12 Fußball-Bundesliga,Borussia Mönchengladbach,2011-08-19,43224,Germany
Borussia Mönchengladbach versus 1. FC Köln 2011–12 Fußball-Bundesliga,Borussia Mönchengladbach,2012-04-15,52990,Germany
SV Werder Bremen versus Borussia Mönchengladbach 2011–12 Fußball-Bundesliga,Borussia Mönchengladbach,2012-04-10,42100,Germany
Borussia Mönchengladbach versus Hertha BSC 2011–12 Fußball-Bundesliga,Borussia Mönchengladbach,2012-04-07,52691,Germany
Hannover 96 versus Borussia Mönchengladbach 2011–12 Fußball-Bundesliga,Borussia Mönchengladbach,2012-04-01,49000,Germany
1. FSV Mainz 05 versus VfL Wolfsburg 2011–12 Fußball-Bundesliga,VfL Wolfsburg,2012-04-20,31069,Germany
Borussia Mönchengladbach versus VfL Wolfsburg 2011–12 Fußball-Bundesliga,VfL Wolfsburg,2011-08-19,43224,Germany
VfL Wolfsburg versus FC Augsburg 2011–12 Fußball-Bundesliga,VfL Wolfsburg,2012-04-14,25143,Germany
