col0,col1,col2,col3,col4,col5,col6
My Life Without Me,Alfonso Vilallonga,The Sea Inside,cancer,El Deseo,no age restriction (U),Goya Award for Best Original Screenplay
The Matrix,Don Davis,The Matrix Reloaded,artificial intelligence,Warner Bros.,no age restriction (U),BAFTA Award for Best Sound
The Blue Lagoon,Basil Poledouris,Return to the Blue Lagoon,human pregnancy,Columbia Pictures,no age restriction (U),Golden Raspberry Award for Worst Actress
The Matrix,Don Davis,The Matrix Reloaded,artificial intelligence,Warner Bros.,no age restriction (U),Academy Award for Best Film Editing
Independence Day,David Arnold,Independence Day: Resurgence,extraterrestrial life,20th Century Studios,no age restriction (U),MTV Movie Award for Best Kiss
The Guns of Navarone,Dimitri Tiomkin,Force 10 from Navarone,World War II,Columbia Pictures,no age restriction (U),Academy Award for Best Special Effects
The Queen,Alexandre Desplat,The Special Relationship,"Diana, Princess of Wales",ITV Studios,no age restriction (U),New York Film Critics Circle Award for Best Screenplay
Les Visiteurs,Eric Lévi,The Visitors II: The Corridors of Time,time travel,StudioCanal,no age restriction (U),César Award for Best Supporting Actress
Land and Freedom,George Fenton,Things I Never Told You,Spanish Civil War,PolyGram Filmed Entertainment,no age restriction (U),European Film Award for Best Film
The Queen,Alexandre Desplat,The Special Relationship,Elizabeth II,ITV Studios,no age restriction (U),New York Film Critics Circle Award for Best Screenplay
The Dark Knight,Hans Zimmer,The Dark Knight Rises,terrorism,Warner Bros.,no age restriction (U),MTV Movie Award for Best Villain
