col0,col1,col2,col3
Jaime Davidovich in conversation with / en conversación con Daniel R. Quiles,Jaime Davidovich,Fundación Cisneros,2017-01-01
Echoes and Contrasts. Contemporary Art in the Cisneros Collection,Gego,Fundación Cisneros,2006-01-01
The Shadows' Resistance: Alejandro Otero and Gego,Gego,Fundación Cisneros,2005-01-01
Gego: Complete Works,Gego,Fundación Cisneros,2003-01-01
The Rhythm of Color: Alejandro Otero and Willys de Castro: Two Modern Masters in the Colección Patricia Phelps de Cisneros,Alejandro Otero,Fundación Cisneros,2006-01-01
The Shadows' Resistance: Alejandro Otero and Gego,Alejandro Otero,Fundación Cisneros,2005-01-01
Paralelos. Brazilian Art from the Second Half of the Twentieth Century in Context,Lygia Clark,Fundación Cisneros,2002-01-01
Echoes and Contrasts. Contemporary Art in the Cisneros Collection,Mira Schendel,Fundación Cisneros,2006-01-01
Jac Leirner in conversation with / en conversación con Adele Nelson,Jac Leirner,Fundación Cisneros,2011-01-01
Carlos Cruz-Diez in conversation with / en conversación con Ariel Jiménez,Carlos Cruz-Diez,Fundación Cisneros,2010-01-01
