col0,col1,col2,col3,col4,col5,col6,col7
Caloocan,719447,Tagalog,1583978,Metro Manila,Navotas,tropical monsoon climate,1815-01-01
Manila,1065149,Tagalog,1780148,Metro Manila,Navotas,tropical monsoon climate,1571-07-04
Quezon City,1330118,Tagalog,2936116,Metro Manila,Marikina,tropical monsoon climate,1939-10-12
Makati,452424,Tagalog,582602,Metro Manila,Mandaluyong,tropical monsoon climate,1670-11-04
Quezon City,1330118,Tagalog,2936116,Metro Manila,Mandaluyong,tropical monsoon climate,1939-10-12
Manila,1065149,Tagalog,1780148,Metro Manila,Mandaluyong,tropical monsoon climate,1571-07-04
Valenzuela,378013,Tagalog,620422,Metro Manila,Malabon,tropical monsoon climate,1623-11-12
Caloocan,719447,Tagalog,1583978,Metro Manila,San Jose del Monte,tropical monsoon climate,1815-01-01
Quezon City,1330118,Tagalog,2936116,Metro Manila,San Jose del Monte,tropical monsoon climate,1939-10-12
Valenzuela,378013,Tagalog,620422,Metro Manila,Meycauayan,tropical monsoon climate,1623-11-12
Caloocan,719447,Tagalog,1583978,Metro Manila,Meycauayan,tropical monsoon climate,1815-01-01
Makati,452424,Tagalog,582602,Metro Manila,Pasig,tropical monsoon climate,1670-11-04
Quezon City,1330118,Tagalog,2936116,Metro Manila,Pasig,tropical monsoon climate,1939-10-12
Makati,452424,Tagalog,582602,Metro Manila,Manila,tropical monsoon climate,1670-11-04
Caloocan,719447,Tagalog,1583978,Metro Manila,Manila,tropical monsoon climate,1815-01-01
