col0,col1,col2,col3,col4,col5
2005 Campionati Internazionali di Sicilia,2006 Campionati Internazionali di Sicilia,2005-10-02,2005-01-01,2004 Campionati Internazionali di Sicilia,tennis
2003 Campionati Internazionali di Sicilia,2004 Campionati Internazionali di Sicilia,2003-09-28,2003-01-01,2002 Campionati Internazionali di Sicilia,tennis
2002 Campionati Internazionali di Sicilia,2003 Campionati Internazionali di Sicilia,2002-09-29,2002-01-01,2001 Campionati Internazionali di Sicilia,tennis
2000 Campionati Internazionali di Sicilia,2001 Campionati Internazionali di Sicilia,2000-10-01,2000-01-01,1999 Campionati Internazionali di Sicilia,tennis
1999 Campionati Internazionali di Sicilia,2000 Campionati Internazionali di Sicilia,1999-10-10,1999-01-01,1998 Campionati Internazionali di Sicilia,tennis
1997 Campionati Internazionali di Sicilia,1998 Campionati Internazionali di Sicilia,1997-10-05,1997-01-01,1996 Campionati Internazionali di Sicilia,tennis
1996 Campionati Internazionali di Sicilia,1997 Campionati Internazionali di Sicilia,1996-09-29,1996-01-01,1995 Campionati Internazionali di Sicilia,tennis
1995 Campionati Internazionali di Sicilia,1996 Campionati Internazionali di Sicilia,1995-10-01,1995-01-01,1994 Campionati Internazionali di Sicilia,tennis
1994 Campionati Internazionali di Sicilia,1995 Campionati Internazionali di Sicilia,1994-10-02,1994-01-01,1993 Campionati Internazionali di Sicilia,tennis
1993 Campionati Internazionali di Sicilia,1994 Campionati Internazionali di Sicilia,1993-10-03,1993-01-01,1992 Campionati Internazionali di Sicilia,tennis
