col0,col1,col2,col3,col4
Cutaneous vasculitis in patients with autoimmune polyendocrine syndrome type 1: report of a case and brief review of the literature.,ScienceSource,BMC Pediatrics,Creative Commons Attribution,Emilia Cirillo
Trends and prevalence of overweight and obesity in primary school aged children in the Republic of Ireland from 2002-2012: a systematic review.,ScienceSource,BMC Public Health,Creative Commons Attribution,Ivan J Perry
Role of PD-1 co-inhibitory pathway in HIV infection and potential therapeutic options,ScienceSource,Retrovirology,Creative Commons Attribution,Vijayakumar Velu
Management of HIV-associated tuberculosis in resource-limited settings: a state-of-the-art review.,ScienceSource,BMC Medicine,Creative Commons Attribution,Graeme Meintjes
Ovarian metastasis from thyroid carcinoma: a case report and literature review.,ScienceSource,Diagnostic Pathology,Creative Commons Attribution,Paolo Visca
Emphasizing the health benefits of vitamin D for those with neurodevelopmental disorders and intellectual disabilities,ScienceSource,Nutrients,Creative Commons Attribution,John J. Cannell
Post-licensure deployment of oral cholera vaccines: a systematic review.,ScienceSource,Bulletin of the World Health Organization,Creative Commons Attribution,Mohammad Ali
Food addiction in the light of DSM-5.,ScienceSource,Nutrients,Creative Commons Attribution,Adrian Meule
Mental health in adolescents with Type 1 diabetes: results from a large population-based study.,ScienceSource,BMC Endocrine Disorders,Creative Commons Attribution,Mari Hysing
Zinc in innate and adaptive tumor immunity.,ScienceSource,Journal of Translational Medicine,Creative Commons Attribution,William J Buchser
Impact of soy isoflavones on the epigenome in cancer prevention.,ScienceSource,Nutrients,Creative Commons Attribution,Clarissa Gerhäuser
Does vitamin C deficiency affect cognitive development and function?,ScienceSource,Nutrients,Creative Commons Attribution,Pernille Tveden-Nyborg
Brain metastases in gastrointestinal cancers: is there a role for surgery?,ScienceSource,International Journal of Molecular Sciences,Creative Commons Attribution,Christian Rainer Wirtz
